"V1" "V2"
"MXD4" "SMAD3"
"MXD4" "SMAD4"
"MXD4" "SNAI1"
"MXD4" "TGFB1"
"MXD4" "TP53"
"MXD4" "ZEB1"
"MYC" "SIRT1"
"MYC" "SMAD2"
"MYC" "SMAD3"
"MYC" "TCF7L2"
"MYC" "TP53"
"MYNN" "RAF1"
"MYNN" "SMAD3"
"MYNN" "STAT3"
"MYOD1" "SIRT1"
"MYOD1" "SMAD3"
"MYOD1" "SMAD4"
"MYOD1" "STAT3"
"MYOD1" "TCF3"
"MYOD1" "TWIST1"
"NCOA3" "TP53"
"NFKB1" "NFKB2"
"NFKB1" "NFKBIA"
"NFKB1" "NOTCH1"
"NFKB1" "NR2C2"
"NFKB1" "PIK3CA"
"NFKB1" "PRKACB"
"NFKB1" "PRKCA"
"NFKB1" "RAC1"
"NFKB1" "RAC2"
"NFKB1" "RAC3"
"NFKB1" "RBX1"
"NFKB1" "RELA"
"NFKB1" "RPS27A"
"NFKB1" "RXRB"
"NFKB1" "SAP30"
"NFKB1" "SP1"
"NFKB1" "SPI1"
"NFKB1" "SRC"
"NFKB1" "STAT3"
"NFKB1" "TCF7"
"NFKB1" "TNF"
"NFKB1" "UBB"
"NFKB1" "UBC"
"NFKB1" "UBE2D1"
"NFKB1" "XPO1"
"NFKB1" "YWHAE"
"NFKB1" "YY1"
"NFKBIA" "PIK3CA"
"NFYA" "TP53"
"NOTCH1" "PTEN"
"NOTCH1" "RBX1"
"NOTCH1" "RPS27A"
"NOTCH1" "RUNX1"
"NOTCH1" "SMAD3"
"NOTCH1" "SNAI1"
"NOTCH1" "SNAI2"
"NOTCH1" "SNW1"
"NOTCH1" "SP2"
"NOTCH1" "SP3"
"NOTCH1" "SP7"
"NOTCH1" "SRC"
"NOTCH1" "TCF3"
"NOTCH1" "TLE2"
"NOTCH1" "UBB"
"NOTCH1" "UBC"
"NOTCH1" "WNT5A"
"NOTCH1" "YY1"
"NOTCH1" "ZBTB7A"
"NOTCH1" "ZEB1"
"NOTCH1" "ZNF423"
"NOTCH1" "ZNF501"
"NR2C2" "SNAI1"
"NR2C2" "TGFB1"
"NR2C2" "TP53"
"NR2C2" "VIM"
"NR2C2" "YBX1"
"NR2C2" "ZEB2"
"NR2F1" "SIRT1"
"NR2F1" "SMAD3"
"NR2F1" "SNAI1"
"NR2F1" "SOS1"
"NR2F1" "TCF7"
"NR2F6" "PAK1"
"NR2F6" "SMAD3"
"NR2F6" "SMAD4"
"NR2F6" "SNAI1"
"NRAS" "PIK3CA"
"NRAS" "RAF1"
"NRAS" "SOS1"
"NRF1" "OCLN"
"NRF1" "SMAD3"
"NRF1" "SNAI1"
"NRF1" "ZEB1"
"OCLN" "PRKCB"
"OCLN" "PRKCG"
"OCLN" "RNF2"
"OCLN" "SNAI1"
"OCLN" "TGFBR1"
"OCLN" "TGFBR2"
"OCLN" "UBC"
"OCLN" "YES1"
"OCLN" "ZBTB7A"
"OCLN" "ZEB1"
"OCLN" "ZFP37"
"OCLN" "ZNF2"
"OCLN" "ZNF24"
"OCLN" "ZNF71"
"PAK1" "PDGFRB"
"PAK1" "PLCG1"
"PAK1" "PXN"
"PAK1" "RAC1"
"PAK1" "RAC2"
"PAK1" "RAC3"
"PAK1" "RAF1"
"PAK1" "RHOA"
"PAK1" "SNAI1"
"PAK1" "SOS1"
"PAK1" "SRC"
"PAK1" "YES1"
"PDGFRA" "PIK3CA"
"PDGFRA" "SOS1"
"PDGFRA" "STAT3"
"PDGFRB" "PIK3CA"
"PDGFRB" "RAF1"
"PDGFRB" "SOS1"
"PDGFRB" "STAT3"
"PDPK1" "PIK3CA"
"PIAS1" "SMAD4"
"PIAS1" "STAT3"
"PIAS1" "TP53"
"PIAS2" "SMAD4"
"PIAS2" "STAT3"
"PIAS2" "TP53"
"PIAS3" "SMAD4"
"PIAS3" "STAT3"
"PIAS4" "SMAD2"
"PIAS4" "SMAD3"
"PIAS4" "SMAD4"
"PIAS4" "STAT3"
"PIAS4" "TP53"
"PIK3CA" "PIK3R2"
"PIK3CA" "PIK3R3"
"PIK3CA" "PLCG1"
"PIK3CA" "PLCG2"
"PIK3CA" "PRKCA"
"PIK3CA" "PTEN"
"PIK3CA" "PTK2"
"PIK3CA" "RAC1"
"PIK3CA" "RAC2"
"PIK3CA" "RAC3"
"PIK3CA" "RAP1B"
"PIK3CA" "RET"
"PIK3CA" "RHOA"
"PIK3CA" "RPS6KB1"
"PIK3CA" "RRAS"
"PIK3CA" "SOS1"
"PIK3CA" "SP1"
"PIK3CA" "SRC"
"PIK3CA" "TEAD1"
"PIK3CA" "YES1"
"PIK3CA" "YWHAZ"
"PIK3CA" "ZNF501"
"PIK3CB" "SOS1"
"PIK3CD" "SOS1"
"PLCG1" "SOS1"
"PML" "SIRT1"
"PML" "SMAD2"
"PML" "SMAD3"
"PML" "TNF"
"PML" "TP53"
"POLR2H" "VIM"
"POLR2H" "ZEB2"
"PPARG" "SMAD3"
"PPP1R13B" "TP53"
"PRDM2" "TP53"
"PRKCA" "RAF1"
"PRKCA" "SOS1"
"PRKDC" "TP53"
"PTEN" "SOS1"
"PTEN" "TP53"
"PTGS2" "TP53"
"PTK2" "STAT3"
"PTK2" "TP53"
"PTPN11" "SOS1"
"PTPN11" "STAT3"
"RAC1" "SOS1"
"RAC1" "STAT3"
"RAC1" "WNT1"
"RAC2" "SOS1"
"RAC3" "SOS1"
"RAF1" "RALGDS"
"RAF1" "RANBP9"
"RAF1" "RAP1B"
"RAF1" "RB1"
"RAF1" "RHOA"
"RAF1" "RRAS"
"RAF1" "SMARCA4"
"RAF1" "SP2"
"RAF1" "SRC"
"RAF1" "STK3"
"RAF1" "TEAD1"
"RAF1" "UBC"
"RAF1" "YWHAE"
"RAF1" "YWHAH"
"RAF1" "YWHAQ"
"RAF1" "YWHAZ"
"RAF1" "ZBTB7A"
"RAF1" "ZNF2"
"RAF1" "ZNF24"
"RAF1" "ZNF384"
"RANBP9" "SOS1"
"RAP1B" "SOS1"
"RARA" "SNAI1"
"RARA" "TGFB1"
"RB1" "SIRT1"
"RB1" "TP53"
"RELA" "SIRT1"
"RELA" "STAT3"
"RELA" "TNF"
"RELA" "TWIST1"
"RELA" "VIM"
"REST" "SIRT1"
"REST" "TGFB1"
"RET" "SOS1"
"RET" "STAT3"
"RHOA" "SOS1"
"RNF11" "SMAD4"
"RNF2" "TCF7L1"
"RNF2" "TCF7L2"
"RNF2" "TGFB1"
"RNF2" "YBX1"
"RPS27A" "SMAD2"
"RPS27A" "SMAD3"
"RPS27A" "SMAD4"
"RPS27A" "TP53"
"RRAS" "SOS1"
"RUNX1" "SMAD3"
"RXRB" "SMAD3"
"RXRB" "SNAI1"
"SAP30" "TCF7L1"
"SAP30" "TCF7L2"
"SAP30" "TGFB1"
"SAP30" "TP53"
"SAP30" "VIM"
"SAP30" "ZEB1"
"SAP30" "ZEB2"
"SHC1" "SOS1"
"SHH" "WNT1"
"SIN3A" "SMAD3"
"SIN3A" "SMAD4"
"SIN3A" "SNAI1"
"SIN3A" "SOS1"
"SIN3A" "STAT3"
"SIN3A" "TGFB1"
"SIN3A" "TP53"
"SIN3A" "VIM"
"SIN3A" "YBX1"
"SIN3A" "ZEB1"
"SIRT1" "SMAD7"
"SIRT1" "SNW1"
"SIRT1" "STAT3"
"SIRT1" "TP53"
"SIRT1" "TSC2"
"SIRT1" "UBB"
"SIRT1" "UBC"
"SIRT1" "YY1"
"SIRT1" "ZEB1"
"SIRT1" "ZNF384"
"SIRT1" "ZNF580"
"SIRT1" "ZNF76"
"SKP2" "TP53"
"SMAD1" "SMAD2"
"SMAD1" "SMAD4"
"SMAD1" "TGFB1"
"SMAD2" "SMAD3"
"SMAD2" "SMAD4"
"SMAD2" "SMAD7"
"SMAD2" "SNW1"
"SMAD2" "SP1"
"SMAD2" "TGFB1"
"SMAD2" "TGFB2"
"SMAD2" "TGFB3"
"SMAD2" "TGFBR1"
"SMAD2" "TP53"
"SMAD2" "UBC"
"SMAD2" "UBE2D1"
"SMAD2" "ZFYVE9"
"SMAD3" "SMAD4"
"SMAD3" "SMAD7"
"SMAD3" "SMARCA4"
"SMAD3" "SNAI1"
"SMAD3" "SNW1"
"SMAD3" "SP1"
"SMAD3" "SP3"
"SMAD3" "SP7"
"SMAD3" "TGFB1"
"SMAD3" "TGFB2"
"SMAD3" "TGFB3"
"SMAD3" "TGFBR1"
"SMAD3" "TGFBR2"
"SMAD3" "TGIF2"
"SMAD3" "TP53"
"SMAD3" "UBC"
"SMAD3" "UBE2D1"
"SMAD3" "YBX1"
"SMAD3" "ZEB2"
"SMAD3" "ZFYVE9"
"SMAD3" "ZNF76"
"SMAD4" "SMAD7"
"SMAD4" "SNAI1"
"SMAD4" "SP1"
"SMAD4" "SUMO1"
"SMAD4" "TCF7"
"SMAD4" "TCF7L1"
"SMAD4" "TCF7L2"
"SMAD4" "TGFB1"
"SMAD4" "TGFB2"
"SMAD4" "TGFB3"
"SMAD4" "TGFBR1"
"SMAD4" "TGFBR2"
"SMAD4" "UBB"
"SMAD4" "UBC"
"SMAD4" "UBE2D1"
"SMAD4" "YY1"
"SMAD4" "ZNF639"
"SMAD7" "TGFB1"
"SMARCA4" "SNAI1"
"SMARCA4" "STAT3"
"SMARCA4" "ZBTB7A"
"SMARCA4" "ZEB1"
"SMARCA4" "ZNF18"
"SMARCA4" "ZNF384"
"SMARCE1" "SNAI1"
"SMARCE1" "VIM"
"SMARCE1" "ZEB2"
"SNAI1" "STAT3"
"SNAI1" "TAF7"
"SNAI1" "TEAD1"
"SNAI1" "TFDP1"
"SNAI1" "TGIF2"
"SNAI1" "TP53"
"SNAI1" "TRIM22"
"SNAI1" "UBC"
"SNAI1" "YBX1"
"SNAI1" "ZBTB7A"
"SNAI1" "ZEB1"
"SNAI1" "ZNF24"
"SNAI1" "ZNF384"
"SNAI1" "ZNF639"
"SNAI2" "TP53"
"SNAI2" "VIM"
"SNAI2" "YY1"
"SOCS3" "STAT3"
"SOS1" "SP1"
"SOS1" "SP3"
"SOS1" "SRC"
"SOS1" "TAF7"
"SOS1" "TEAD1"
"SOS1" "TGIF2"
"SOS1" "VAV3"
"SOS1" "YES1"
"SOS1" "YWHAH"
"SOS1" "ZBTB7A"
"SOS1" "ZNF501"
"SOS1" "ZNF76"
"SP1" "STAT3"
"SP1" "TGFB1"
"SP1" "TP53"
"SP1" "VIM"
"SP2" "TCF7L2"
"SP3" "TGFB1"
"SP3" "TP53"
"SP3" "TWIST1"
"SP7" "STAT3"
"SP7" "TGFB1"
"SP7" "VIM"
"SPARC" "TGFB1"
"SRC" "STAT3"
"STAT1" "STAT3"
"STAT1" "TGFB1"
"STAT1" "ZEB1"
"STAT3" "STAT5A"
"STAT3" "STAT5B"
"STAT3" "TWIST1"
"STAT3" "UBC"
"STAT3" "VEGFA"
"STAT3" "YES1"
"STAT3" "ZBTB11"
"STAT3" "ZBTB7A"
"STAT3" "ZNF18"
"STAT3" "ZNF2"
"STAT3" "ZNF423"
"STAT3" "ZNF580"
"SUMO1" "TP53"
"SUMO1" "ZEB1"
"SUPT5H" "TCF7L2"
"SUPT5H" "ZEB2"
"TAF7" "TP53"
"TAF7" "VIM"
"TAF7" "YBX1"
"TCF3" "TWIST1"
"TCF7" "TLE2"
"TCF7" "WRNIP1"
"TCF7" "ZNF18"
"TCF7L1" "TLE2"
"TCF7L2" "TGIF2"
"TCF7L2" "TLE2"
"TCF7L2" "TP53"
"TCF7L2" "ZBTB11"
"TCF7L2" "ZEB1"
"TCF7L2" "ZFP37"
"TCF7L2" "ZNF146"
"TCF7L2" "ZNF18"
"TCF7L2" "ZNF384"
"TCF7L2" "ZNF423"
"TCF7L2" "ZNF501"
"TFDP1" "TP53"
"TFDP1" "WNT1"
"TGFB1" "TGFB2"
"TGFB1" "TGFBR1"
"TGFB1" "TGFBR2"
"TGFB1" "TP53"
"TGFB1" "UBC"
"TGFB1" "WRNIP1"
"TGFB1" "ZBTB11"
"TGFB1" "ZBTB7A"
"TGFB1" "ZFP37"
"TGFB1" "ZNF501"
"TGFB1" "ZNF580"
"TNF" "TRAF2"
"TNF" "TRIM22"
"TNF" "WRNIP1"
"TP53" "TWIST1"
"TP53" "UBB"
"TP53" "UBC"
"TP53" "UBE2D1"
"TP53" "VHL"
"TP53" "XPO1"
"TP53" "YBX1"
"TP53" "YWHAZ"
"TP53" "YY1"
"TP53" "ZBTB11"
"TP53" "ZBTB7A"
"TP53" "ZEB1"
"TP53" "ZNF501"
"TP53" "ZNF76"
"TWIST1" "YBX1"
"TWIST1" "ZNF146"
"UBC" "VIM"
"UBC" "YBX1"
"VIM" "ZBTB11"
"VIM" "ZBTB7A"
"VIM" "ZFP37"
"VIM" "ZNF146"
"VIM" "ZNF18"
"VIM" "ZNF2"
"VIM" "ZNF24"
"VIM" "ZNF423"
"VIM" "ZNF501"
"VIM" "ZNF580"
"VIM" "ZNF639"
"VIM" "ZNF76"
"WNT1" "WNT3"
"WNT1" "WNT3A"
"WNT1" "WNT6"
"WNT1" "WNT8A"
"WNT1" "WNT8B"
"WNT1" "WNT9A"
"WNT1" "WNT9B"
"WRNIP1" "ZEB1"
"YBX1" "ZEB1"
"YBX1" "ZEB2"
"YBX1" "ZNF580"
"ZEB1" "ZNF501"
"ZEB1" "ZNF639"
"ZEB2" "ZNF76"
